image_name,tags
test_3531,clear primary road
test_3532,agriculture partly_cloudy primary road water
test_3533,clear primary
test_3534,clear primary
test_3535,clear primary
test_3536,clear primary
test_3537,clear primary
test_3538,clear primary
test_3539,agriculture primary water
test_3540,clear cultivation primary
test_3541,clear primary
test_3542,clear primary
test_3543,clear primary
test_3544,clear primary
test_3545,clear primary
test_3546,clear primary
test_3547,clear primary
test_3548,primary
test_3549,clear partly_cloudy primary
test_3550,agriculture primary road
test_3551,cloudy
test_3552,agriculture cultivation habitation partly_cloudy primary road
test_3553,clear primary
test_3554,clear primary
test_3555,agriculture clear primary road water
test_3556,clear primary
test_3557,clear primary
test_3558,primary
test_3559,agriculture clear primary
test_3560,primary
test_3561,primary
test_3562,agriculture clear cloudy cultivation habitation road
test_3563,clear primary
test_3564,cloudy
test_3565,clear primary
test_3566,primary
test_3567,clear primary
test_3568,clear primary
test_3569,clear primary
test_3570,clear primary
test_3571,clear primary
test_3572,agriculture cloudy
test_3573,clear primary
test_3574,primary
test_3575,clear primary
test_3576,agriculture primary road
test_3577,clear primary
test_3578,clear primary
test_3579,clear primary
test_3580,clear primary
test_3581,agriculture primary road
test_3582,clear primary
test_3583,primary
test_3584,clear primary
test_3585,clear primary water
test_3586,agriculture clear primary
test_3587,cloudy
test_3588,clear primary
test_3589,agriculture clear habitation primary road
test_3590,agriculture clear primary road
test_3591,clear primary
test_3592,clear primary
test_3593,agriculture clear primary
test_3594,agriculture clear primary
test_3595,agriculture cloudy
test_3596,primary
test_3597,clear primary water
test_3598,clear primary
test_3599,clear primary
test_3600,agriculture primary road water
test_3601,cloudy
test_3602,clear primary
test_3603,cloudy
test_3604,clear primary
test_3605,clear primary
test_3606,clear primary
test_3607,clear primary
test_3608,clear primary
test_3609,clear cultivation partly_cloudy primary
test_3610,clear primary
test_3611,clear primary
test_3612,partly_cloudy primary water
test_3613,clear primary
test_3614,clear primary
test_3615,clear primary
test_3616,partly_cloudy primary
test_3617,clear primary
test_3618,partly_cloudy primary
test_3619,clear primary
test_3620,
test_3621,clear primary
test_3622,partly_cloudy primary selective_logging
test_3623,agriculture clear habitation primary
test_3624,clear primary
test_3625,cloudy
test_3626,clear primary
test_3627,clear primary
test_3628,clear primary
test_3629,clear primary
test_3630,clear primary
test_3631,clear primary
test_3632,clear primary
test_3633,clear primary
test_3634,clear primary
test_3635,clear cultivation primary
test_3636,primary
test_3637,agriculture clear primary road
test_3638,clear primary
test_3639,agriculture clear primary water
test_3640,clear primary
test_3641,clear primary water
test_3642,agriculture clear primary road water
test_3643,agriculture primary
test_3644,partly_cloudy primary
test_3645,clear primary
test_3646,clear primary road
test_3647,clear primary
test_3648,clear primary
test_3649,clear primary road
test_3650,clear primary
test_3651,clear primary road water
test_3652,agriculture clear primary
test_3653,clear primary
test_3654,clear primary
test_3655,primary
test_3656,agriculture clear
test_3657,clear primary
test_3658,agriculture clear primary
test_3659,primary
test_3660,clear primary
test_3661,clear primary
test_3662,clear primary
test_3663,clear primary
test_3664,clear primary
test_3665,clear water
test_3666,partly_cloudy primary
test_3667,clear primary
test_3668,agriculture road water
test_3669,clear primary
test_3670,clear primary
test_3671,clear primary water
test_3672,clear primary
test_3673,clear primary
test_3674,clear primary
test_3675,clear primary
test_3676,clear primary
test_3677,agriculture clear primary road water
test_3678,clear primary
test_3679,primary
test_3680,clear primary
test_3681,clear primary
test_3682,clear primary
test_3683,clear primary
test_3684,
test_3685,primary
test_3686,clear primary road
test_3687,clear primary
test_3688,cloudy haze
test_3689,clear primary road
test_3690,clear partly_cloudy primary road
test_3691,agriculture clear primary
test_3692,clear primary
test_3693,clear primary
test_3694,primary
test_3695,primary
test_3696,haze partly_cloudy primary road
test_3697,clear primary
test_3698,agriculture clear cultivation habitation primary water
test_3699,clear primary
test_3700,clear primary
test_3701,clear primary
test_3702,primary
test_3703,clear primary
test_3704,partly_cloudy primary
test_3705,clear primary
test_3706,clear primary
test_3707,primary
test_3708,cloudy habitation
test_3709,clear primary
test_3710,clear primary
test_3711,clear primary
test_3712,primary
test_3713,agriculture primary
test_3714,clear primary
test_3715,clear primary
test_3716,clear primary
test_3717,primary
test_3718,clear primary
test_3719,primary
test_3720,primary water
test_3721,clear primary
test_3722,primary
test_3723,clear primary
test_3724,clear primary water
test_3725,clear primary
test_3726,agriculture clear habitation primary road
test_3727,clear primary
test_3728,cloudy
test_3729,clear primary
test_3730,clear partly_cloudy primary
test_3731,clear primary
test_3732,primary
test_3733,clear primary
test_3734,clear primary
test_3735,clear primary
test_3736,clear primary
test_3737,clear primary
test_3738,clear primary road
test_3739,clear primary
test_3740,clear primary road
test_3741,haze primary water
test_3742,clear primary
test_3743,clear primary
test_3744,primary road water
test_3745,clear primary
test_3746,agriculture clear primary water
test_3747,clear primary
test_3748,clear primary
test_3749,clear primary
test_3750,primary
test_3751,primary
test_3752,agriculture cloudy
test_3753,primary
test_3754,primary road water
test_3755,clear primary
test_3756,partly_cloudy primary
test_3757,agriculture clear primary
test_3758,primary
test_3759,clear habitation partly_cloudy primary water
test_3760,clear primary
test_3761,clear primary road
test_3762,partly_cloudy primary
test_3763,clear primary
test_3764,clear primary road
test_3765,primary road
test_3766,agriculture clear primary road
test_3767,agriculture clear habitation primary road water
test_3768,clear primary
test_3769,clear habitation primary water
test_3770,clear primary
test_3771,clear primary
test_3772,clear primary
test_3773,agriculture road water
test_3774,agriculture primary road
test_3775,primary
test_3776,primary
test_3777,clear primary
test_3778,primary
test_3779,clear primary
test_3780,clear primary
test_3781,clear primary
test_3782,haze partly_cloudy primary water
test_3783,primary road water
test_3784,clear primary
test_3785,clear primary
test_3786,clear primary
test_3787,agriculture clear primary
test_3788,clear primary
test_3789,clear primary
test_3790,clear haze primary
test_3791,clear partly_cloudy primary water
test_3792,agriculture clear primary road
test_3793,clear primary
test_3794,clear primary road
test_3795,clear primary
test_3796,clear primary
test_3797,clear cultivation primary water
test_3798,clear primary
test_3799,primary
test_3800,clear primary
test_3801,clear primary
test_3802,clear primary
test_3803,agriculture clear primary road
test_3804,primary
test_3805,primary
test_3806,agriculture clear primary
test_3807,partly_cloudy primary
test_3808,agriculture clear primary road
test_3809,clear primary
test_3810,clear primary
test_3811,clear primary
test_3812,habitation partly_cloudy primary road
test_3813,clear primary
test_3814,primary
test_3815,primary
test_3816,clear primary
test_3817,clear primary
test_3818,clear primary road water
test_3819,clear primary
test_3820,clear primary
test_3821,clear primary
test_3822,clear primary
test_3823,clear primary
test_3824,clear primary
test_3825,primary
test_3826,agriculture clear primary road
test_3827,primary
test_3828,cloudy
test_3829,primary
test_3830,habitation road
test_3831,clear primary
test_3832,clear primary
test_3833,primary
test_3834,clear primary water
test_3835,clear primary
test_3836,clear primary
test_3837,agriculture cloudy
test_3838,clear primary
test_3839,clear primary
test_3840,agriculture clear road
test_3841,clear primary
test_3842,clear primary
test_3843,clear primary
test_3844,partly_cloudy primary road
test_3845,clear primary
test_3846,clear primary
test_3847,clear primary
test_3848,primary
test_3849,clear primary
test_3850,clear primary
test_3851,clear primary
test_3852,clear primary
test_3853,clear primary
test_3854,clear primary
test_3855,agriculture clear primary road water
test_3856,clear primary
test_3857,clear primary
test_3858,clear primary
test_3859,clear primary
test_3860,primary road
test_3861,clear primary
test_3862,agriculture clear primary
test_3863,agriculture clear cultivation habitation haze primary
test_3864,primary
test_3865,clear primary road
test_3866,clear primary
test_3867,clear primary
test_3868,agriculture clear habitation primary road
test_3869,primary
test_3870,agriculture primary
test_3871,clear primary
test_3872,partly_cloudy primary water
test_3873,clear primary
test_3874,clear primary water
test_3875,clear primary
test_3876,clear primary
test_3877,clear primary
test_3878,primary
test_3879,cloudy
test_3880,clear primary road
test_3881,clear primary
test_3882,clear primary
test_3883,clear primary
test_3884,clear primary
test_3885,clear cloudy cultivation habitation haze primary road slash_burn water
test_3886,clear primary
test_3887,clear primary
test_3888,primary
test_3889,clear primary
test_3890,clear primary
test_3891,clear primary
test_3892,clear primary
test_3893,clear primary
test_3894,clear primary
test_3895,primary
test_3896,clear primary
test_3897,clear primary
test_3898,partly_cloudy primary road
test_3899,clear primary
test_3900,clear primary road
test_3901,agriculture primary road water
test_3902,clear cultivation primary
test_3903,clear primary
test_3904,clear primary
test_3905,clear primary
test_3906,clear primary
test_3907,clear primary
test_3908,clear primary
test_3909,primary
test_3910,clear primary
test_3911,primary
test_3912,clear cultivation primary
test_3913,clear primary
test_3914,agriculture clear primary
test_3915,agriculture cloudy partly_cloudy
test_3916,clear primary
test_3917,clear primary
test_3918,clear primary
test_3919,clear primary
test_3920,clear primary
test_3921,clear primary
test_3922,partly_cloudy primary water
test_3923,agriculture primary
test_3924,clear primary
test_3925,clear primary
test_3926,primary
test_3927,clear primary
test_3928,clear primary
test_3929,primary
test_3930,partly_cloudy primary
test_3931,clear primary
test_3932,clear primary
test_3933,cloudy water
